,date,price_(close),price_(high),price_(low),price_(open),circulating_marketcap,circulating_supply,supply_pct
1460,2017-09-18,4094.1460687097647,4120.938458958432,3672.1029268416073,3674.655933280359,60873220920.96567,16578948.36027679,9.586029888764003e-05
1459,2017-09-19,3900.17413766831,4115.006179800317,3843.605885872178,4094.6761502596855,67900314703.92185,16580900.42047648,0.00011774330658798071
1458,2017-09-20,3870.115724926746,4045.93525249106,3834.1462297256617,3900.847141174127,64697085104.67458,16582365.30802603,8.834788898082202e-05
1457,2017-09-21,3605.07666212398,3904.602595415703,3569.071560206401,3870.986102781575,64205308880.37537,16584566.83897746,0.0001327633851102572
1456,2017-09-22,3607.990935062008,3754.1752566286978,3503.0035068191078,3607.378730049324,59833987808.4151,16586305.60546484,0.00010484244202824122
1455,2017-09-23,3782.5745959066,3813.933102137249,3559.494258368631,3605.724309051627,59765490761.61386,16588381.56174018,0.0001251608600927323
1454,2017-09-24,3658.570619194727,3784.660698739529,3623.833941133892,3782.291560315671,62748754688.72322,16590194.64538745,0.00010929840506279653
1453,2017-09-25,3925.658974876166,3968.8866520141055,3659.614171434412,3663.340864516677,60752168130.42758,16591758.60342431,9.427002336570567e-05
1452,2017-09-26,3883.5449266573937,3976.0636869399714,3848.928521616562,3925.915942027148,65105771791.78593,16593485.20984669,0.0001040640997527209
1451,2017-09-27,4204.812710742299,4228.650106679501,3876.534509163385,3883.5484703592456,64447810605.04282,16595325.19926864,0.00011088625437505328
1450,2017-09-28,4188.279017987628,4269.88317077812,4087.7050086079935,4204.7902595516825,69757773865.26776,16597540.08369332,0.00013346435806993462
1449,2017-09-29,4164.244865620729,4231.508622886114,4022.530194916404,4188.4911225651,69494119329.53322,16599653.8755777,0.0001273557330616626
1448,2017-09-30,4353.732122423407,4376.252995908848,4154.215893472662,4164.438380221737,69068783118.03352,16601379.85374721,0.00010397675653051053
1447,2017-10-01,4393.147480402596,4406.187906393253,4248.822365112905,4355.086694965728,72308758015.7695,16603005.79876771,9.794035404442347e-05
1446,2017-10-02,4393.075478232344,4472.174342218315,4360.314538948146,4392.347887062121,72868308126.08406,16604882.33411074,0.00011302383229727653
1445,2017-10-03,4310.027428272119,4431.300519500061,4228.846996776109,4393.172485077595,72934751276.19565,16607171.2514106,0.00013784604153177504
1444,2017-10-04,4214.449797142558,4351.027878708908,4176.167046508898,4309.611292358976,71607055341.92746,16608847.87482511,0.00010095779643193303
1443,2017-10-05,4312.546418316448,4364.53678461359,4137.470027027512,4214.090351213771,70002032500.85335,16610412.76283791,9.422014245608068e-05
1442,2017-10-06,4369.856615832531,4419.148928871053,4289.536814515844,4314.1132560039805,71704201706.04153,16612402.15054847,0.00011976750601960795
1441,2017-10-07,4427.598783332781,4473.248101319602,4314.712379551981,4368.358783421218,72532802767.09079,16614378.55187994,0.00011897143553118994
1440,2017-10-08,4604.119864513802,4618.476952667494,4412.296528566782,4426.980118487966,73625732886.25873,16616654.45751979,0.0001369840968015179
1439,2017-10-09,4773.167743761985,4874.172845733914,4550.408436601905,4605.682574754314,76547856414.5133,16618668.63150305,0.0001212141703017533
1438,2017-10-10,4761.455658204349,4928.518594795053,4708.84602405715,4772.171432044479,79378571858.55267,16620671.40404078,0.00012051341669661042
1437,2017-10-11,4819.416820692417,4871.239288188666,4712.663411686761,4762.759813244841,79200605425.80032,16622410.76436838,0.00010465042508300826
1436,2017-10-12,5435.651675645545,5441.89600875804,4810.81860207524,4819.273038100675,80079376123.67422,16624325.86938949,0.00011521223053967411
1435,2017-10-13,5635.250093837377,5886.262631181311,5384.87557250359,5435.830747056496,90440050363.96088,16626028.70804664,0.00010243053886993536
1434,2017-10-14,5818.697128874766,5837.601750406922,5563.937554801815,5634.604102977622,93744411622.1058,16627794.70447721,0.00010621877668937074
1433,2017-10-15,5700.936322720641,5861.263622078188,5445.294234989531,5818.643288860406,96765997719.41646,16630233.52213101,0.00014667114293542838
1432,2017-10-16,5749.403064861383,5791.592734441296,5573.201788756107,5697.620710243485,94812922201.74254,16632410.26090535,0.00013089045150449508
1431,2017-10-17,5599.770652327541,5765.373704582518,5519.931514497897,5752.551605460048,95724067841.11922,16634463.20265989,0.00012343020177696395
1430,2017-10-18,5575.494976722935,5602.3005086982,5110.070067504411,5597.892801545069,93135320396.4934,16636353.84233576,0.00011365799141427324
1429,2017-10-19,5697.145361684118,5737.746477623963,5513.589679048784,5570.852368118386,92690134597.7728,16638582.65394972,0.000133972361677559
1428,2017-10-20,5986.71629624693,6075.637803275486,5605.4182537350935,5698.011708620083,94809807077.8026,16640822.50946478,0.00013461816800397486
1427,2017-10-21,6011.491941670363,6185.350176082791,5878.033231737838,5984.780527302777,99594730157.26758,16642736.73583337,0.00011503195635320651
1426,2017-10-22,5983.366008816882,6072.314097052578,5723.929541980147,6010.565246008332,100090920740.46202,16645014.40461993,0.0001368566253683312
1425,2017-10-23,5905.02880896967,6053.14791026792,5636.744303088129,5983.607008507789,99609477444.95692,16647155.33368037,0.00012862284215553466
1424,2017-10-24,5516.320903186816,5907.798826331744,5465.274789659206,5906.917948071573,98483398863.25488,16649245.77489981,0.00012557347952468767
1423,2017-10-25,5734.170770394734,5753.184898345592,5371.768714520538,5515.280879159873,91871484323.17397,16651560.02613717,0.00013900036486025336
1422,2017-10-26,5890.120603897175,5974.644282872553,5684.576884386339,5734.822553164556,95371500029.73712,16653811.5078802,0.00013521146003725448
1421,2017-10-27,5767.756931954635,6008.621124143376,5688.097925089734,5889.772621118333,98097983298.1946,16655113.20807837,7.816229921631113e-05
1420,2017-10-28,5730.311490214888,5875.184914070605,5657.886374205906,5767.334163971158,96011465945.47311,16656177.38285815,6.38947791278266e-05
1419,2017-10-29,6144.266466696283,6300.694209880697,5677.672343502592,5729.082675823752,95407371761.69362,16658106.96450243,0.00011584780828921559
1418,2017-10-30,6127.426813587932,6227.517049204222,6017.568820902597,6143.760114560513,102369563890.15826,16659948.35345873,0.00011054010880262588
1417,2017-10-31,6445.793634689339,6468.119675378648,6084.401195817285,6127.435090266978,101825866921.42703,16661676.58621174,0.00010373578094857727
1416,2017-11-01,6749.401854659965,6750.016349884889,6351.098129446977,6445.22396387476,107384298421.7427,16663629.68382187,0.00011722095312705072
1415,2017-11-02,7028.696950439347,7348.119880913169,6735.192426335631,6747.450950648872,112394276784.07678,16665508.5321782,0.00011275144683242644
1414,2017-11-03,7148.779987785079,7453.687348270963,6936.3212730238,7028.759288031572,117188676730.93117,16666999.12631968,8.944186363124551e-05
1413,2017-11-04,7379.00458447586,7509.270240792342,6962.665159730161,7150.384792662109,119215051916.2044,16668627.64558594,9.770920691343221e-05
1412,2017-11-05,7379.016550398821,7600.43055437094,7284.032608272717,7378.498206525179,123064672990.0024,16670393.71582768,0.00010595174835570376
1411,2017-11-06,6962.8722446959655,7432.361360484787,6929.822919247444,7373.02305611328,122962930935.78456,16672059.26518041,9.991061885661345e-05
1410,2017-11-07,7111.114407283469,7227.538849574872,6956.6695952669525,6960.355487613365,116045673179.45496,16674012.39236657,0.00011714972668297463
1409,2017-11-08,7450.623244705101,7889.170177766905,7003.125362979866,7111.496130506399,118648806902.8715,16675816.90750015,0.00010822320933412399
1408,2017-11-09,7134.029028747847,7461.970529438344,7043.806441980059,7450.9497085586945,124225954201.61456,16677734.57727468,0.00011499705142892225
1407,2017-11-10,6553.4857666291655,7336.607249389084,6395.687255918155,7133.017496876435,118953769569.62843,16679237.62550868,9.012304561117901e-05
1406,2017-11-11,6321.929562439387,6819.858910994624,6174.959006339244,6554.055353636293,109288905039.69025,16680242.72942741,6.026078297449722e-05
1405,2017-11-12,5844.583250142022,6496.970042336426,5459.004571258792,6326.601963862941,105488583805.41214,16681251.87776491,6.049961945220339e-05
1404,2017-11-13,6513.880013708918,6743.8365372707685,5804.4396283276765,5836.728186293245,97353588265.37611,16683013.15918028,0.00010558448660069608
1403,2017-11-14,6605.322197526393,6724.301771008997,6405.824026757096,6513.859146317993,108623627842.00333,16684620.25398874,9.633120786545213e-05
1402,2017-11-15,7276.745983050209,7329.986628693243,6604.473404707786,6605.467216770263,110199564954.74014,16686528.02355971,0.00011434300223367444
1401,2017-11-16,7835.118064130104,7978.630137567528,7104.567004859507,7277.321905372691,121430497231.51495,16688433.63451954,0.00011420056689681601
1400,2017-11-17,7683.868529737655,7997.584113784154,7516.566222842518,7840.560584129962,130840005863.78954,16690526.56684396,0.00012541214893246888
1399,2017-11-18,7770.706389336212,7856.8965283285215,7436.482478325258,7681.902119652739,128213581008.10995,16692230.1792719,0.00010207062198519523
1398,2017-11-19,8032.3443080178,8099.525898203581,7663.470593733288,7774.020492134746,129795250887.99718,16694233.61788995,0.0001200222257022876
1397,2017-11-20,8232.329401327015,8299.204630123315,7927.527847984059,8042.26108102123,134143745393.19342,16696424.8516057,0.00013125692175552928
1396,2017-11-21,8082.908768656766,8368.486357260083,7783.54314750729,8237.559929434728,137595236545.00055,16698592.3167102,0.00012981612074214333
1395,2017-11-22,8229.96552171534,8303.890779350488,8055.110553823915,8098.018163782404,135184668136.995,16700445.02663745,0.00011095006645533978
1394,2017-11-23,7995.583885321453,8270.24418919599,7986.095398499034,8236.203581614642,137587292878.41092,16702411.36075019,0.0001177414200403959
1393,2017-11-24,8182.951143225428,8333.187534452942,7875.500573994899,7996.915957424545,133624526482.5616,16704277.20836124,0.00011171127154940841
1392,2017-11-25,8743.97530745341,8769.079019345569,8133.400044682137,8182.623565006809,136737333402.9754,16706230.63746993,0.00011694185173793947
1391,2017-11-26,9293.867508550113,9500.784760105636,8723.005006011706,8746.525812682334,146146991689.93277,16708147.64228174,0.0001147478957648218
1390,2017-11-27,9724.3490039776,9742.059961791856,9288.73789954404,9296.14943242402,155335317785.11115,16710277.8532772,0.00012749534185751976
1389,2017-11-28,9901.062464519497,9985.01209660375,9616.962938000344,9724.178650716667,162608553567.5813,16712232.53595777,0.00011697487604522827
1388,2017-11-29,9807.084705631762,11402.84068145438,8921.565119384672,9889.97937907448,165455207240.7251,16714398.28504414,0.00012959065054340968
1387,2017-11-30,9951.160989942904,10662.291748565098,8985.78140396731,9802.726781875965,164153554242.75372,16716488.86938385,0.0001250768531453339
1386,2017-12-01,10868.582920382323,10948.715201160596,9401.506078940423,9944.17954950366,166460601051.3917,16718779.72467089,0.00013704165419792247
1385,2017-12-02,10893.010802332805,11174.63836478286,10688.907875889645,10865.504544150088,181622322770.15408,16720796.89308433,0.00012065284946971566
1384,2017-12-03,11224.359405736595,11838.757363116518,10485.664284192677,10884.727234951042,182040594653.442,16722999.06999861,0.0001317028684912902
1383,2017-12-04,11617.245228346306,11618.16761684396,10828.670051442845,11205.845642142634,187584954307.4513,16725263.57755173,0.00013541276559547732
1382,2017-12-05,11656.20329846782,11907.591657207458,11450.917486629742,11614.84475744653,194212987199.51224,16727491.46973999,0.00013320520647885914
1381,2017-12-06,13719.13555167091,13844.658286324244,11647.96009390994,11653.653211678284,194721556633.17328,16729844.84085563,0.0001406888247348359
1380,2017-12-07,17492.21722377363,17517.92233140475,13332.920985462486,13728.816638375743,229406673208.5608,16731749.92422858,0.00011387334378021308
1379,2017-12-08,16152.804650614416,18051.428213583426,13954.57277665848,17520.525727224343,288717901455.62054,16733707.23429464,0.00011698179060304348
1378,2017-12-09,15009.2572981237,16442.358094074192,13117.83713892085,16020.185892516172,269870890994.46,16735887.13200483,0.00013026986068709334
1377,2017-12-10,15025.695904935194,15866.4746726079,13034.458975361356,15004.281112357963,252550495539.42972,16737947.50890359,0.00012311130461806208
1376,2017-12-11,16743.148961365285,17433.268054524662,14992.693212994132,15031.43532261605,253372829931.1081,16740092.32635105,0.0001281410069138289
1375,2017-12-12,17089.457766903182,17573.654172143575,16256.427054683838,16755.918815439647,280897093214.49506,16742047.26066945,0.00011678157326056038
1374,2017-12-13,16293.18220107995,17562.727367621785,15645.404173350862,17086.844367107165,286988654858.71234,16744378.2554067,0.00013922996996473813
1373,2017-12-14,16486.55228962477,16960.929428944135,16029.47259382061,16281.50481488704,272862252319.8424,16746707.80502626,0.00013912428302953472
1372,2017-12-15,17621.86527479018,18017.893290934764,16449.783325223645,16490.353037604895,276072534950.1683,16748830.12642123,0.00012673066370294528
1371,2017-12-16,19385.69154424114,19632.038057186342,17375.6709888,17627.942999514667,295166718720.6758,16750977.89387911,0.00012823387912286321
1370,2017-12-17,19067.961703981808,19878.5232839772,18745.94234881685,19404.844944286477,324998102245.78564,16753301.11158642,0.00013869146756850803
1369,2017-12-18,18966.998159790302,19253.68901372404,18039.252018971987,19133.649410358343,318841967386.6638,16755584.72635869,0.00013630834646005674
1368,2017-12-19,17626.01649442231,19026.74539950033,16809.84880113998,18963.328736849217,317856350736.1242,16757347.44335582,0.00010520175964723322
1367,2017-12-20,16499.858386895492,17869.44477923816,15381.68946441084,17626.45425599154,295669032230.85767,16759065.18217013,0.00010250660613908558
1366,2017-12-21,15614.556740101893,17322.87577042796,14836.742710967845,16497.018142584668,276626070378.6767,16760739.21955214,9.98884701393088e-05
1365,2017-12-22,13793.03339804463,15793.21456938787,10915.3478917991,15569.68215182769,261391795021.00085,16762712.77948137,0.00011774897893079839
1364,2017-12-23,14483.41954234101,15630.293065199958,13426.573525490568,13829.17407556584,231713502085.26297,16764477.87122606,0.0001052986928733457
1363,2017-12-24,13912.086778957788,14619.114693752545,12269.048449975722,14574.60391435927,244591391536.8615,16766396.14241693,0.00011442475009393327
1362,2017-12-25,13870.177186854064,14553.010998918016,13091.87035733561,13946.05745552052,233150254502.6312,16768099.06037785,0.00010156732230681698
1361,2017-12-26,15785.000619347273,16132.817419383146,13754.659112441776,13884.467224914064,233721334769.38733,16769889.4265131,0.00010677215877619162
1360,2017-12-27,15469.551909602436,16558.80186423816,14536.599437094244,15764.36408467429,264374047020.2512,16771853.58372183,0.00011712404052133252
1359,2017-12-28,14458.030933978618,15527.445201170784,13479.330294038831,15469.332750270758,259510835624.85556,16773728.55933189,0.00011179298702446161
1358,2017-12-29,14478.41718236278,15149.60722724946,13955.512925810572,14453.06680338414,242496465120.71307,16775809.5064386,0.00012405990113339982
1357,2017-12-30,12591.514131480486,14551.84275205084,12029.712344046122,14439.390453018035,242424384744.9821,16777650.30703951,0.00010972946493015279
1356,2017-12-31,13930.575389720028,14300.026561560177,12408.064259342756,12589.777024117582,211274930203.43344,16779696.49264511,0.0001219590090479894
1355,2018-01-01,13476.730077519052,14027.359978579278,12924.628661246612,13859.396731256607,234020793324.9588,16781653.83841881,0.00011664965302315977
1354,2018-01-02,14810.380573865876,15406.251689402896,12925.262749908834,13483.111775106652,226770136074.6256,16783801.96992253,0.00012800475593177651
1353,2018-01-03,15155.526355563728,15481.551422895882,14565.82325734425,14811.862894022268,248550187345.1126,16785778.76783041,0.00011778010199470224
1352,2018-01-04,15234.3088819454,15466.90324117784,14199.771726111176,15154.870207686388,254318436703.6249,16787896.36410079,0.00012615418680717028
1351,2018-01-05,17002.02645489005,17153.581165943007,14832.274436244916,15223.60949398566,255947180911.3973,16789696.13376517,0.00010720638401284788
1350,2018-01-06,17161.25162869855,17270.7755169804,16229.849171428594,17005.11669640633,285852031712.2802,16791805.61222663,0.00012564125310299268
1349,2018-01-07,16247.139348272103,17218.133415915556,15840.30419954583,17187.766772440133,288551899641.1026,16793849.55994753,0.00012172292653334083
1348,2018-01-08,15004.625399717715,16386.864309084754,13748.656610759752,16182.36193728016,274067406575.13272,16795936.7463083,0.00012428278301035434
1347,2018-01-09,14521.284507095485,15437.1825130191,14215.32040939082,15025.789275530784,252110560729.01587,16798000.60612974,0.00012287851833514551
1346,2018-01-10,14929.541553712845,14941.994605130369,13450.853078002432,14495.862675344688,244591331238.98438,16800087.31554641,0.00012422367790043687
1345,2018-01-11,13334.860530443084,14990.741191483605,12654.879442240695,14919.642036525807,251362120764.0531,16802511.40952555,0.0001442905583532994
1344,2018-01-12,13843.2928437337,14195.56598054484,12820.35903972955,13338.61872372227,224226891010.0564,16804751.19197488,0.00013330045698145554
1343,2018-01-13,14258.65386077519,14635.658239371354,13770.364907864834,13838.20652667911,233340786535.53937,16806622.28854529,0.0001113433069632741
1342,2018-01-14,13614.678907393924,14415.266836928942,12996.664463535322,14216.923575270808,239598586289.4633,16808567.64772438,0.00011574956262427882
1341,2018-01-15,13621.01442011656,14356.593422236954,13393.125091309415,13635.058617620856,229654988687.2804,16810449.65807912,0.00011196732488971683
1340,2018-01-16,11304.923264970786,13622.33544264453,9890.041669021277,13594.46876640852,229033468470.34024,16812447.97694989,0.00011887361203388735
1339,2018-01-17,11157.965178269504,11827.672247501823,9189.155909850868,11322.389109463433,190158847701.323,16814546.85949872,0.00012484098399645482
1338,2018-01-18,11198.8633434062,12083.88247459037,10637.644555168185,11143.47899605275,187447910884.58112,16816719.04911441,0.00012918514152304716
1337,2018-01-19,11566.11394733338,12065.642708098656,10839.996518636412,11214.253219378488,188527305449.77063,16818792.11197935,0.0001232739191805443
1336,2018-01-20,12814.655354242392,13066.054335820236,11520.316251581924,11564.774738352087,194589231857.79492,16821023.6199024,0.00013267944024697442
1335,2018-01-21,11557.432344823968,12810.375636916642,11075.524724803792,12762.04497762548,214834915134.8173,16823365.38599875,0.00013921662255911293
1334,2018-01-22,10812.081878625631,11942.053994088514,10020.85552133538,11537.242696150684,194128343490.0127,16825456.4663786,0.0001242961994745162
1333,2018-01-23,10830.978865188525,11425.188602528417,9947.970358477738,10814.541437884924,181960263271.27255,16827674.80775536,0.00013184435032664865
1332,2018-01-24,11397.847747863783,11552.93550070671,10488.307762396858,10855.90874738306,182792622846.74747,16829878.77898967,0.00013097301079856294
1331,2018-01-25,11159.997853318004,11756.129240852628,10887.323259036715,11400.168361831737,191930552738.57013,16831857.23981589,0.00011755645136868331
1330,2018-01-26,11082.769045258232,11657.446834393557,10295.79338974477,11161.2288209591,187868501247.8008,16833797.36335771,0.00011526497130875946
1329,2018-01-27,11422.218637309115,11617.356152980865,10831.246421584154,11088.843864016206,186756393763.7021,16835762.06343935,0.00011671163904569681
1328,2018-01-28,11683.697226848137,12035.791879545372,11347.522053501556,11428.806200481387,192395591492.68155,16837740.79295962,0.0001175313307952841
1327,2018-01-29,11174.172678758674,11821.338145961605,11022.33998267183,11721.358002231977,196578822601.0916,16839593.0766869,0.00011000785378856293
1326,2018-01-30,10058.127095245856,11218.061295229672,9803.57665402872,11177.219912683257,188349675205.2203,16841683.0428626,0.00012411025410075105
1325,2018-01-31,10171.356590290485,10366.97854522495,9629.649366700429,10054.812933413916,169355438389.3464,16843151.40006681,8.71858946920323e-05
1324,2018-02-01,9072.385974731567,10252.195011910711,8620.707653954241,10182.544531005728,171694983109.40164,16845157.44365156,0.00011910143993243416
1323,2018-02-02,8839.708839543831,9138.467498024438,7706.736895112506,9085.998527822616,153107899655.4391,16847260.14541602,0.00012482529602309
1322,2018-02-03,9202.169507198532,9464.010679560492,8147.223889265331,8856.837045434306,149363679304.7767,16849246.48180243,0.00011790263634936515
1321,2018-02-04,8164.31018307165,9362.462511428326,7833.597291808825,9199.440991671252,155467852375.96008,16851479.18388878,0.00013251050061868774
1320,2018-02-05,6884.77458199549,8357.743635446466,6572.684776183643,8168.877329788314,138027362587.8918,16853797.91263497,0.00013759793552159394
1319,2018-02-06,7694.47408053752,7941.688797944392,5946.014496165348,6885.017162153075,116655965907.86092,16855925.93245115,0.00012626351800437696
1318,2018-02-07,7586.621006457703,8603.579922074083,7190.978438671096,7693.4147276226195,129742984390.6152,16857694.41580065,0.00010491760325637145
1317,2018-02-08,8244.598941410191,8644.190740316722,7563.7996962999005,7570.721777272622,127896830624.61028,16859337.7021228,9.747989740582774e-05
1316,2018-02-09,8684.278670140458,8731.814428804813,7754.201624131547,8241.167387572721,139006122935.76312,16861026.26289367,0.00010015581873390467
1315,2018-02-10,8554.148646133573,9078.080649561696,8163.035992155658,8684.033078428774,146417626221.0961,16862815.96850463,0.00010614452424517751
1314,2018-02-11,8070.912825595991,8560.554462487813,7827.501867326491,8553.205866903416,144403671203.8643,16864704.29691828,0.00011198179575555578
1313,2018-02-12,8896.085514561444,8985.123497633907,8068.113600116612,8075.716801283408,136227396455.41605,16866780.32538347,0.00012309901369378373
1312,2018-02-13,8527.66899038644,8937.628884359716,8359.585920398375,8891.017777458552,150089018140.71146,16868832.30785425,0.0001216582199563554
1311,2018-02-14,9470.036772307149,9499.864398161688,8521.5471450451,8527.975979898794,143720388639.30048,16871070.73539572,0.00013269605747545654
1310,2018-02-15,10025.496500249084,10233.206543783284,9343.617150600236,9471.548916705791,159785570237.41513,16872709.08794311,9.711017001157174e-05
1309,2018-02-16,10181.35083771752,10305.24111108826,9701.910936651577,10052.721812272095,169003039574.60114,16874676.82447087,0.0001166224414528294
1308,2018-02-17,11093.281629146037,11121.27098961158,10063.593836938877,10179.998202024266,171718347755.16055,16876540.53964017,0.00011044449554109548
1307,2018-02-18,10416.270244980682,11291.170238485278,10147.679386305865,11078.028089830565,187150870703.142,16878566.86520121,0.00012006759064631112
1306,2018-02-19,11172.537959270774,11268.518959785994,10337.473693107931,10391.699380718386,175687140530.4142,16880593.47278535,0.00012006988509893901
1305,2018-02-20,11224.113964781764,11786.891667228778,11079.375017881706,11170.516677880489,188545815991.90964,16882357.35382832,0.00010449164869785754
1304,2018-02-21,10458.130289781571,11286.819045934932,10229.046680002575,11217.549187483031,189543390650.5183,16884471.20620057,0.00012521073496718493
1303,2018-02-22,9832.889729273831,10940.683156129471,9716.53191594796,10461.199845839445,176578979926.25128,16886334.81222679,0.00011037396454183224
1302,2018-02-23,10147.880891879116,10421.056041525835,9585.863818434244,9823.928285085249,166091141622.76184,16888186.45941174,0.00010965358708925343
1301,2018-02-24,9688.772727764464,10510.990919301215,9367.586772551043,10148.241209204536,171359559216.59488,16890000.27731639,0.00010740157973798681
1300,2018-02-25,9586.990392008913,9858.85958852352,9301.499566118937,9666.4059075299,163494261916.80038,16892138.07958069,0.00012657206804012056
1299,2018-02-26,10318.381941831753,10450.253688038938,9376.61622961779,9589.560458657992,162062670568.25284,16893901.41011995,0.00010438764654607802
1298,2018-02-27,10576.479914402422,10877.526284958536,10132.563551118716,10317.307023278016,174382598580.20422,16895902.03083969,0.00011842265863704071
1297,2018-02-28,10319.607027185664,11080.279953660807,10275.646355456214,10599.021930647696,178720007878.70532,16897840.51701648,0.00011473114446647337
1296,2018-03-01,10910.968536077744,11087.018482543735,10228.795172891549,10320.754374666973,174342079371.69617,16899903.63311959,0.00012209347703517892
1295,2018-03-02,11022.623213978615,11190.224762567272,10775.190925670257,10913.813714218397,184508722815.9129,16901854.10897279,0.0001154134304872656
1294,2018-03-03,11445.71509565888,11526.28092653726,11013.75414424848,11030.73504390837,186399517001.96265,16904104.68312263,0.00013315545947389928
1293,2018-03-04,11500.297566824956,11546.225329212106,11058.55057456735,11448.031787148167,193563363986.89505,16905955.08183548,0.00010946446129711518
1292,2018-03-05,11437.241106373503,11681.852022995005,11376.024987508394,11499.326133657209,194347831428.7213,16907818.72958884,0.00011023617088423698
1291,2018-03-06,10719.854305150357,11460.727913098712,10568.849440198905,11454.724960326348,192849693335.3359,16909769.57281449,0.00011538112969211589
1290,2018-03-07,9915.891195834374,10898.688231803317,9421.727261140244,10714.219807298188,181219051789.38083,16911733.33122155,0.00011613158881940144
1289,2018-03-08,9294.53878801048,10122.70025182938,9066.51314326091,9893.850862623884,167643299739.06293,16913759.78908108,0.00011982555660283722
1288,2018-03-09,9235.449074103311,9415.27212834595,8359.983591889697,9299.09557550291,157369125364.92078,16915589.01112405,0.00010814993625185565
1287,2018-03-10,8781.89380404088,9506.465432099189,8687.133529117564,9245.657150353116,156195915103.5332,16917339.70798134,0.0001034960624866077
1286,2018-03-11,9533.732217644949,9742.319900873988,8453.191236906629,8780.469227001588,148590064768.71512,16919252.73736854,0.00011308098201134875
1285,2018-03-12,9125.621639092278,9895.075654086048,8774.331990674806,9535.819002082397,161349651470.93768,16921265.82611475,0.00011898213103500588
1284,2018-03-13,9145.812705981334,9476.495504532417,8835.561404276692,9123.896515673656,154476762272.8253,16923244.1216358,0.00011691179261497098
1283,2018-03-14,8180.018853150013,9398.365055373508,7909.377184480205,9165.68855162691,154772277257.8484,16925045.00981173,0.00010641506811492896
1282,2018-03-15,8252.63703968871,8421.124145291398,7667.224824105611,8196.78118626164,138631429928.19818,16926846.82361801,0.00010645843513179543
1281,2018-03-16,8260.213568705656,8607.493028837278,7893.254873708784,8267.325412149763,139773540065.5082,16928797.73316298,0.00011525534349665634
1280,2018-03-17,7851.232620301729,8358.418580100664,7722.586553359501,8274.477652008725,139798838521.54932,16930660.58245035,0.00011004025901484304
1279,2018-03-18,8183.190401081282,8294.453556518496,7278.512379899096,7855.218929324139,132894747457.9871,16932549.12840031,0.00011154591049566953
1278,2018-03-19,8602.76255062922,8727.34303118863,8098.263101476674,8188.65717791541,138859786401.79517,16934487.2097444,0.00011445892342565323
1277,2018-03-20,8909.629926782833,9040.684851047725,8313.499399638587,8594.307121946586,145632994148.0109,16936075.27558762,9.377702575497082e-05
1276,2018-03-21,8894.790341832308,9178.74633102846,8758.44775764989,8908.953167133597,150833823559.4524,16937975.67657363,0.00011221023496221783
1275,2018-03-22,8714.821924932996,9094.878378976578,8480.78167559782,8894.288040830628,150598498407.48352,16939763.65595635,0.00010556039380738014
1274,2018-03-23,8913.735421123267,8920.989026105826,8273.632736886222,8710.37276621456,147480004628.3784,16941426.49322208,9.816177483346067e-05
1273,2018-03-24,8537.209105059886,9030.015413103743,8483.134588938843,8926.14200641184,151124849705.37253,16943376.73144863,0.00011511652972862052
1272,2018-03-25,8458.974515344258,8677.153681393018,8363.361976500048,8527.74787919247,144538522812.1493,16945064.49105798,9.961176193495902e-05
1271,2018-03-26,8143.477490325949,8501.570351925358,7847.684676919688,8449.810762015491,143207707662.2424,16946939.97035333,0.00011067997388503059
1270,2018-03-27,7793.287291320572,8216.625346612913,7734.867358973936,8144.873027378746,137979037235.07462,16948841.42747386,0.00011220061697603256
1269,2018-03-28,7941.699609706279,8108.218430631388,7733.961644969011,7789.116232169163,132062741286.02856,16950529.34678055,9.95890671295907e-05
1268,2018-03-29,7095.258998817706,7968.739741656183,6899.035801703264,7938.413904426037,134545677572.05666,16952429.8041062,0.0001121178747145457
1267,2018-03-30,6828.216991393354,7274.8606542839025,6562.313892794318,7095.416042708821,120188205308.42734,16954455.38403001,0.00011948611185652602
1266,2018-03-31,6919.232967962111,7218.792927376463,6785.190948305188,6841.214808834538,115934431910.61688,16956055.7353502,9.43911959387922e-05
1265,2018-04-01,6815.334560199889,7037.437290654988,6432.798901145861,6934.985420540177,117441498963.17966,16958081.14204748,0.00011945034440152824
1264,2018-04-02,7053.948972887633,7116.314119364571,6772.905905331338,6815.641900576561,115613239011.40044,16960031.60043651,0.00011501645573530617
1263,2018-04-03,7409.932441458532,7519.55232537752,7011.784417438112,7053.908581791884,119625473792.29929,16962069.81987218,0.00012017780884443496
1262,2018-04-04,6791.456542709126,7423.081510154741,6692.082352913896,7412.766429781661,125736286717.18028,16963907.79091892,0.0001083577102474198
1261,2018-04-05,6768.486968509519,6923.1191579129045,6568.764471309585,6793.934247804513,115184556649.97044,16965858.24044744,0.00011497642834168431
1260,2018-04-06,6610.311743347193,6852.824164051019,6502.599407250971,6771.030580570425,114912952333.20695,16967584.82509249,0.00010176818764962015
1259,2018-04-07,6897.637343887562,7085.708474088835,6595.537878480355,6610.669274412887,112253892931.10106,16969836.27811205,0.00013269142560767833
1258,2018-04-08,7013.670380165742,7112.713498353176,6884.407216389858,6890.4755173271205,116992916618.42989,16971849.23463791,0.00011861967863846523
1257,2018-04-09,6769.453577034741,7184.01269934931,6613.190625081907,7023.562609625725,119217575288.30498,16973687.19843137,0.00010829484566188263
