,date,price_(close),price_(high),price_(low),price_(open),circulating_marketcap,circulating_supply,supply_pct
911,2019-03-21,3978.9292065409936,4089.310586982406,3918.089532554464,4037.998107696408,71688006455.1441,17608208.59362805,0.00010155861519955955
910,2019-03-22,3983.050787090408,4019.256059990372,3963.0362284273033,3978.619907510483,70533234207.82983,17610221.51068119,0.00011431696997665775
909,2019-03-23,3991.114887686047,4029.24957794468,3965.623621805871,4002.233319279126,71172757083.90974,17612034.34154077,0.00010294196802007605
908,2019-03-24,3975.603691934591,4014.208419850732,3943.647320394176,3988.735291679143,70319054183.10423,17613909.62046533,0.00010647713308964413
907,2019-03-25,3914.06936233381,4000.737388757919,3864.8537246672113,3978.812300199448,70114648681.43153,17615760.28981985,0.00010506863009962508
906,2019-03-26,3928.188361731644,3949.233444469572,3879.508177437404,3923.8420312236967,68927076178.74956,17617436.06780411,9.512947251133497e-05
905,2019-03-27,4029.2256824051033,4055.603870563562,3916.072054019425,3936.021599019092,70184869176.45987,17619299.42821157,0.00010576796761396778
904,2019-03-28,4015.490145888307,4074.130356040492,3994.138171108628,4042.2836095759503,71418171463.72992,17621125.39477625,0.00010363445902727975
903,2019-03-29,4095.744811422249,4124.630441422395,4010.082837643725,4015.578783377611,70969345676.33939,17622965.14722974,0.0001044060701158589
902,2019-03-30,4099.328808344265,4152.097016943115,4038.3999659407937,4111.154734368647,73344418504.24414,17624704.57003062,9.870205078144068e-05
901,2019-03-31,4095.799143387245,4136.139532861334,4073.696822541696,4116.948383134597,72694066794.84413,17626443.06704822,9.863978205681967e-05
900,2019-04-01,4139.8447044262575,4167.6498763482905,4058.592315912368,4111.026362501773,72657922206.65976,17628144.88449727,9.654911331646865e-05
899,2019-04-02,4900.457643589015,5011.420187516656,4135.5480388916685,4139.787415888626,73032324016.0108,17630109.85201653,0.00011146762930169807
898,2019-04-03,4970.792110673725,5334.462922371208,4807.462261222673,4903.589843019376,86598548025.71242,17631887.64026447,0.00010083818324790883
897,2019-04-04,4909.32581957757,5065.054290930065,4789.706765642066,4975.8648508895285,87794698029.09111,17633641.5276942,9.947247087271904e-05
896,2019-04-05,5037.89939775791,5059.283021981147,4886.0809566260505,4908.84057686065,86707436321.155,17635618.59604405,0.00011211911883002301
895,2019-04-06,5049.10313184222,5251.192818770935,4928.440170890186,5034.821743041435,88966962422.15167,17637357.37507121,9.859472848594564e-05
894,2019-04-07,5191.490498562223,5275.650707371976,5032.4941644900655,5047.963278202928,89520061575.81165,17639121.43439414,0.00010001834659334463
893,2019-04-08,5277.381378416865,5342.822909420147,5095.478012788759,5210.645800002279,91773101865.18802,17640975.28238262,0.00010509865785390815
892,2019-04-09,5192.593865436871,5282.626803903575,5125.857360735982,5280.027580863363,93404038180.19962,17642627.16486146,9.36389543320093e-05
891,2019-04-10,5318.025149660458,5474.318713894235,5168.832678277632,5192.418421995149,91620224543.46571,17644479.198141,0.00010497491457672758
890,2019-04-11,5039.807169257836,5344.560400758322,4957.763585766874,5319.691951040239,93879396001.54826,17646443.4119474,0.00011132172190175815
889,2019-04-12,5067.657280525941,5122.184952888284,4896.339310339999,5041.269689212677,89047037058.69481,17648332.11452013,0.00010703021162039583
888,2019-04-13,5064.542315464159,5128.089011241825,5025.978596440984,5068.675132752265,89496754424.03983,17650020.44074947,9.566491713686176e-05
887,2019-04-14,5153.360750944948,5193.344983453652,5017.838286578395,5078.853284110247,89519153162.1051,17651546.32978984,8.645253672612263e-05
886,2019-04-15,5030.128235541653,5197.145364690234,4953.096706495956,5170.738352362495,91151567941.74348,17653359.91440957,0.0001027436682230487
885,2019-04-16,5196.800119834735,5236.547290703677,5016.211474689567,5037.450687359376,88946714343.4541,17655173.4739529,0.00010273169255725634
884,2019-04-17,5219.930321483653,5271.723462496403,5176.2082886085,5198.108765594365,91879636636.73048,17656900.27537172,9.780710573958906e-05
883,2019-04-18,5279.188744416737,5322.456813292149,5217.391153382974,5237.346237207244,92404193401.17624,17658764.28552338,0.000105568368320208
882,2019-04-19,5279.526904983157,5343.910203768822,5199.882811905296,5290.030833179343,93746817352.39528,17660665.97689706,0.00010769107865815641
881,2019-04-20,5309.616438955039,5359.940295031491,5252.982535826559,5279.095171814045,93442876451.41704,17662304.73226932,9.279125568673052e-05
880,2019-04-21,5284.703577339479,5350.913504484979,5201.47520654503,5326.04988633019,94043311264.91356,17664330.71947674,0.00011470684251757568
879,2019-04-22,5382.83126651738,5428.100002763547,5239.509809706943,5303.450559958402,93787641315.82191,17666007.63686894,9.493240467639552e-05
878,2019-04-23,5525.388380097703,5631.1877636652725,5358.378233755723,5382.17816586581,95082896056.05904,17667459.70637827,8.219567992839849e-05
877,2019-04-24,5438.360919571631,5628.853777589103,5367.426256342316,5529.902413866275,97737943545.73344,17669500.53175736,0.00011551323240621691
876,2019-04-25,5128.097341068226,5511.480017220684,5035.176401363376,5449.478915791836,96320228757.2762,17671289.62062846,0.00010125293965645987
875,2019-04-26,5190.376029438121,5368.497652518115,5064.630927999568,5129.709104814995,90866839193.99432,17673178.85197513,0.0001069096476391529
874,2019-04-27,5181.980472601031,5320.25497741156,5128.920477571016,5185.778094544863,92826902868.39047,17674892.37345921,9.695604273729508e-05
873,2019-04-28,5178.921818501804,5364.3076232224885,5132.817488673323,5180.047722551201,94237376278.48769,17676931.17509323,0.00011535015834573947
872,2019-04-29,5179.1158035967,5371.816596110458,5091.972075749882,5278.74658517948,92767987359.03094,17678971.66653704,0.00011543244829081978
871,2019-04-30,5292.834688987531,5399.653432032751,5135.52136416834,5179.911869805675,93157698366.92091,17680723.76505647,9.910635937870893e-05
870,2019-05-01,5334.481916154462,5453.701845817088,5282.890396220224,5286.506689184823,94888097738.75896,17682863.16988751,0.00012100210712362447
869,2019-05-02,5417.94525618263,5554.751465487336,5311.866137873925,5341.630821003578,96308193898.565,17685164.6993452,0.00013015592755416527
868,2019-05-03,5703.261299526223,5903.9751396166885,5404.787491155649,5515.411460703094,97701338810.70357,17687066.5903292,0.00010754160429549131
867,2019-05-04,5797.107467031517,5916.961322832699,5540.608982761267,5705.318399347748,102375320391.87122,17688718.21073627,9.338012036286258e-05
866,2019-05-05,5739.136897312882,5893.432060164942,5655.695300152614,5859.541968254829,104034646487.29349,17690332.43980401,9.12575489364631e-05
865,2019-05-06,5711.840736213436,5846.938492112141,5575.100102911385,5796.26596537599,104742062376.57993,17692222.1935671,0.00010682409556306283
864,2019-05-07,5781.330506019363,6020.416062157936,5702.527484026022,5756.311235211819,102326078618.64873,17693812.15826599,8.986800422761121e-05
863,2019-05-08,5952.117011929394,6007.075114334195,5714.733867646519,5790.596635119028,106841994069.28294,17695716.24218314,0.00010761298357420124
862,2019-05-09,6161.624956387507,6193.996845710425,5936.804833436516,5997.889464913587,106327099775.48071,17697596.73150553,0.00010626805361568792
861,2019-05-10,6345.576987522648,6448.867729372314,6110.466046032662,6174.435331113215,110495525571.30724,17699164.06104852,8.856171641635768e-05
860,2019-05-11,7192.812254009602,7414.274138322704,6343.792871076849,6347.976239558067,112590277658.70042,17700792.39706954,9.2000730396391e-05
859,2019-05-12,6976.441431269875,7562.748941545647,6772.5889086213965,7224.958482917408,127806319419.26167,17702769.55146071,0.00011169863737259256
858,2019-05-13,7814.926333231225,8146.926446598665,6867.75849694805,6978.987770382176,123596304288.99709,17704859.7089072,0.00011806951677328925
857,2019-05-14,7979.211189138515,8346.049147324366,7621.7805697886515,7818.125448524067,138128183144.87692,17706762.56719947,0.00010747660944820936
856,2019-05-15,8199.046048519536,8284.755121686814,7840.830854030234,7991.474886420691,140998586824.51678,17708631.9815733,0.00010557629418328496
855,2019-05-16,7870.585927823421,8364.500173988361,7679.925294353212,8193.853045851876,144751522450.25064,17710463.71994166,0.00010343759869591018
854,2019-05-17,7369.133818751109,7929.444667330051,6858.808271526674,7872.388720567241,139348892716.6918,17712357.74606295,0.00010694390340293403
853,2019-05-18,7271.537931429792,7496.602014956014,7202.318085781388,7394.447331107994,130948040630.358,17714273.87743368,0.00010818048044214379
852,2019-05-19,8197.574562751091,8308.447058768095,7260.594993105143,7275.781739644899,128829474423.32454,17716315.3281517,0.00011524326270118124
851,2019-05-20,7990.515634864794,8202.687350893917,7579.856198048629,8192.275747700773,145121016808.023,17718333.70324154,0.00011392747602734232
850,2019-05-21,7941.1704581079985,8099.939640437634,7784.198027525813,7993.780010888633,141473000159.36212,17720253.20582986,0.00010833426102418997
849,2019-05-22,7637.511570956528,8033.566406116226,7499.081431543475,7928.155595591811,140684788894.83243,17722347.45260377,0.00011818379509498378
848,2019-05-23,7877.066225001757,7974.638935041949,7473.378296135029,7631.701544311192,135265963745.6138,17724327.62069462,0.00011173283314436233
847,2019-05-24,7995.254267616597,8176.285987894746,7785.752821900191,7878.941006847437,139669554551.8784,17726246.99719636,0.00010829051137051238
846,2019-05-25,8062.518364368463,8140.607069699251,7933.010954159785,8002.994641650236,141884159016.26352,17728000.69101074,9.893204210986717e-05
845,2019-05-26,8707.57514420282,8791.360056122872,7882.968152131808,8067.64978485256,142849538176.59064,17730065.87432039,0.00011649273630154333
844,2019-05-27,8775.729971029117,8940.18158896034,8619.034403909998,8717.544110560275,154471640715.89832,17732159.26661281,0.0001180701925902472
843,2019-05-28,8737.853237579584,8834.409176859725,8527.081759757835,8764.607591834294,155554218709.6872,17734214.69479301,0.0001159152785228379
842,2019-05-29,8661.767791796732,8766.382369880637,8423.593676586444,8725.15381797179,154817508337.69495,17736394.33374577,0.00012290586249652513
841,2019-05-30,8275.038464256106,9088.984364603357,7998.361778071984,8668.903026481348,153750153552.89804,17738399.90386912,0.00011307654112835408
840,2019-05-31,8566.133028818755,8596.18344187019,8109.6837294837105,8278.35111553653,146904319714.52234,17739869.15841594,8.282903501921624e-05
839,2019-06-01,8546.30399392179,8620.78003016805,8430.096768142808,8558.368501441264,151845552991.047,17741760.71009711,0.00010662714951736874
838,2019-06-02,8730.740044168078,8837.256583989205,8528.874483180518,8551.471943450992,151700791189.81418,17743401.23524857,9.246687396280429e-05
837,2019-06-03,8109.134824663058,8744.378044148772,8047.084308819894,8738.064733872485,154921835644.13977,17744896.22765891,8.425624774632823e-05
836,2019-06-04,7674.63761276146,8125.716121452463,7432.757968036192,8125.239534447994,144112020738.45468,17746828.51191545,0.0001088923954104537
835,2019-06-05,7787.896473953979,7926.343408098987,7579.057899377794,7677.060354875949,136273949047.78044,17748833.98060327,0.00011300434252103919
834,2019-06-06,7805.398098149559,7886.126240012482,7454.067676118112,7786.4356189471455,138235035891.54303,17750799.70908845,0.00011075254224168773
833,2019-06-07,8000.509848875415,8127.769328307088,7753.774869547345,7803.702391227772,138525568047.8027,17752777.53352025,0.00011142170855493738
832,2019-06-08,7930.982212975553,8065.760839816312,7782.536736382138,8008.564874977423,142129042692.14795,17754329.44810756,8.741812848023223e-05
831,2019-06-09,7641.542670762786,7960.4705458994495,7510.85451585197,7924.420438269671,140719271726.57953,17756169.6511882,0.00010364813191166
830,2019-06-10,8012.639056483709,8070.278096957489,7521.153129961779,7647.206733438354,135844557359.62228,17758136.05572646,0.0001107448609070083
829,2019-06-11,7912.84167706966,8047.942534980672,7705.740905738519,8019.493937407198,142428360512.12894,17759927.23849428,0.0001008654715899393
828,2019-06-12,8160.066484396309,8255.720512284053,7818.438334956476,7916.10403860688,140668398223.7868,17761568.28655999,9.240173361479975e-05
827,2019-06-13,8235.806271483982,8332.57546298695,8033.732275050381,8160.492265198658,144958363568.65027,17763459.86964054,0.00010649865203515851
826,2019-06-14,8700.254023138774,8731.3864402819,8164.571467394085,8233.072553078639,146323064433.8011,17765575.84846497,0.00011911974581280127
825,2019-06-15,8851.215777865842,8918.389743026844,8613.535822730692,8703.248839547765,154389436816.80386,17767403.00130698,0.00010284793792192382
824,2019-06-16,8971.493739969545,9390.6214939299,8797.83752544312,8846.450700286538,157121690835.51367,17769029.83352938,9.15627468054403e-05
823,2019-06-17,9339.767258225063,9473.554649704656,8974.062210254684,8978.648827707357,159567308068.96732,17770695.76758647,9.375492487206927e-05
822,2019-06-18,9105.61279967167,9362.794293130311,8938.779763115215,9333.86518257477,167538672369.30768,17772736.11652132,0.00011481536578727969
821,2019-06-19,9278.815753382634,9332.875544857772,9038.918058673533,9119.3662802183,162124888929.02255,17774952.88633499,0.00012472867425339373
820,2019-06-20,9541.683178262048,9624.732907285208,9205.343737374787,9278.858336846475,165118993149.53378,17776755.87413125,0.00010143418144581418
819,2019-06-21,10210.096357748524,10243.770742013166,9537.032825514572,9549.48766448024,169789660919.4862,17778422.57334487,9.375722012627818e-05
818,2019-06-22,10672.140222472355,11216.62238147832,10055.72983562148,10223.144767825675,181844194433.30295,17780189.61447041,9.939245837187194e-05
817,2019-06-23,10850.404563228443,11309.8894090049,10506.871300513598,10689.58441775252,191020413726.96063,17782453.96791394,0.00012735260380392077
816,2019-06-24,11026.752850481496,11116.791570427456,10541.912111576255,10850.55408510267,192764440711.73135,17784668.70398822,0.00012454614409662668
815,2019-06-25,11769.82165671362,11791.969252206964,11008.405121031665,11031.007552203935,196321015627.3601,17786495.76384778,0.00010273229656232452
814,2019-06-26,12882.633092753702,13859.503601866463,11571.035612344638,11757.797381631655,209073377546.68164,17788562.49032074,0.00011619638294124712
813,2019-06-27,11125.063914440616,13308.493914989454,10302.672318399023,12897.88873040019,229822553560.71817,17790342.92095954,0.00010008850573339778
812,2019-06-28,12360.577867500371,12441.613368809947,10759.381711701562,11112.878080055489,198802990150.17377,17792385.267828,0.00011480087132298422
811,2019-06-29,11860.107972254596,12383.850367702811,11358.988919200485,12347.099941595076,219726972712.9111,17794562.44748406,0.00012236581117641698
810,2019-06-30,10748.549951227598,12209.139869361274,10657.039631010057,11844.40076927059,211679111688.99268,17796465.74071386,0.00010695925990966693
809,2019-07-01,10592.687634834663,11216.725225967468,9966.272320544453,10768.15845964548,190979841669.5137,17798255.42177647,0.00010056384726508938
808,2019-07-02,10840.512264101986,10929.01701758391,9674.250249382769,10590.41585599928,188538201348.40137,17800232.23399387,0.00011106775189784202
807,2019-07-03,11977.924189133237,12020.07624873661,10805.018032719709,10807.807034948812,193202924251.2384,17802383.97787003,0.00012088291028300446
806,2019-07-04,11141.03182668077,12043.860946647244,11034.76822034548,11969.549058205506,213298723307.1876,17804473.1495159,0.00011735347627994663
805,2019-07-05,10985.758795850015,11453.600625124642,10773.248184114482,11145.86002689714,198872025773.48016,17806836.86585249,0.00013275969003623267
804,2019-07-06,11252.777355213417,11715.650419700787,10953.708161254972,10961.057434044806,195488756973.83163,17809062.60418799,0.0001249934703322353
803,2019-07-07,11467.953266826711,11617.260211646872,11094.318025174416,11254.297207118012,200583987280.7992,17810975.92184201,0.00010743505688881605
802,2019-07-08,12289.117449075147,12384.504881804232,11314.33617825788,11468.381733642624,204408176756.5008,17813202.17132047,0.0001249931215576705
801,2019-07-09,12567.11839671918,12824.10486275568,12179.975839986642,12304.500174890189,219190137127.7611,17815129.24102058,0.00010818210457474997
800,2019-07-10,12095.19782500468,13191.18304828917,11549.074928941274,12577.024903268615,224064076171.8532,17816743.92752207,9.063568833256319e-05
799,2019-07-11,11348.960247958306,12091.628118797846,10965.79573798782,12090.407463757385,215448789847.5933,17818358.93878011,9.064570185257637e-05
798,2019-07-12,11798.019011977687,11930.93203627388,11087.131979623657,11351.097670413068,202324545192.6406,17820411.03786794,0.00011516768154029577
797,2019-07-13,11372.817851419752,11837.269906521966,10826.491484094096,11793.707467913157,210004740174.96396,17822175.83067121,9.903210422690378e-05
796,2019-07-14,10187.458398161676,11465.30185022554,10099.985292585789,11386.355427998018,202346026232.02924,17823990.1005226,0.00010179844866464727
795,2019-07-15,10844.48401081513,11087.150164253431,9856.88913117403,10196.707864662503,181658337517.49265,17825817.80748395,0.00010254196456793707
794,2019-07-16,9429.11442726051,11037.182954058051,9354.630395064232,10866.965794497,193904005424.6303,17827845.05981517,0.0001137256283618715
793,2019-07-17,9697.541338072338,9984.600407306503,9077.662077476249,9401.854749321115,167433096986.57303,17829510.66749727,9.342731421058126e-05
792,2019-07-18,10651.162832582691,10804.098146310786,9278.358307863804,9673.642261112316,172498880575.31906,17831026.827689,8.50365565272515e-05
791,2019-07-19,10523.869298873158,10783.56690030646,10118.096215005073,10640.215145747736,189627489501.7029,17832503.96068845,8.2840602155132e-05
790,2019-07-20,10753.45890356718,11097.380492779432,10366.665462538149,10522.43219928289,187735039658.70148,17834719.0562615,0.00012421674364593294
789,2019-07-21,10591.37540112928,10832.016755943823,10301.761367734556,10756.06406944056,191791998015.1623,17836582.87673583,0.00010450517714644114
788,2019-07-22,10325.983445203208,10685.900624054306,10059.246124238738,10585.80668736318,188794756055.1784,17838559.62864984,0.00011082570734943786
787,2019-07-23,9860.0621140907,10339.703187119188,9805.928782296938,10325.934753456866,184242728163.0581,17840348.8077274,0.00010029840496139641
786,2019-07-24,9768.59281575856,9923.2906669668,9512.513181525364,9856.544627829076,175822574209.0842,17842088.23582791,9.749966882699468e-05
785,2019-07-25,9880.936477807076,10189.079299399216,9730.840549488925,9768.053658410485,174244890210.6004,17843965.14928569,0.00010519583991341896
784,2019-07-26,9836.985408883498,9900.17720128896,9646.109286505283,9875.263789179657,176271197473.19962,17846041.63116476,0.00011636885981891609
783,2019-07-27,9469.24407632436,10201.89888127262,9300.88762216434,9833.000141264476,175559539602.23657,17847942.77170362,0.00010653009659811197
782,2019-07-28,9541.92483821227,9643.184606934434,9112.568378222157,9474.046996205734,169089019401.72305,17850131.38006994,0.0001226252456272281
781,2019-07-29,9485.109778064676,9726.04108869416,9372.854163436145,9531.801983988713,170163950671.2325,17852233.07797095,0.00011774131272535016
780,2019-07-30,9584.34706218368,9731.305292514951,9376.340977173635,9491.32265321194,169458035589.01138,17854010.08723241,9.953988689814786e-05
779,2019-07-31,10111.076762933904,10141.7254746363,9563.98053021383,9587.121618241928,171154306827.53848,17856149.52077597,0.00011982930070653097
778,2019-08-01,10395.81879814946,10503.077756474242,9877.39688264682,10121.384337772435,180802621900.15103,17857926.06288308,9.949189241731382e-05
777,2019-08-02,10517.125813312545,10672.144688645294,10322.62164857449,10395.350369523529,185704512764.1177,17860039.97001187,0.00011837360740263314
776,2019-08-03,10820.672975324536,10905.308274602345,10507.52845377754,10516.700832254854,187942827054.54623,17862203.63352344,0.00012114550220521103
775,2019-08-04,10968.343907007238,11079.39148795082,10566.364317508349,10818.569205292157,193282833327.86383,17864292.34795044,0.00011693486816355403
774,2019-08-05,11819.918511781334,11949.166102482435,10966.515117719498,10987.788571719117,195917749809.62057,17866081.59879552,0.00010015794693840618
773,2019-08-06,11469.870933397677,12312.771074507898,11212.987813588805,11805.999156267062,210998607010.86917,17868095.86045123,0.00011274221740076307
772,2019-08-07,11966.264028156538,12137.049609465466,11382.95054781923,11471.948852641235,205072339340.36212,17870019.11439884,0.00010763620044529354
771,2019-08-08,11993.800798598391,12074.93471820695,11490.600536162065,11954.928774754117,213880978186.0686,17871796.44414766,9.945874917316466e-05
770,2019-08-09,11862.288751388309,12040.229562453284,11656.234984521769,12004.080475562716,214290928827.07465,17873635.6514705,0.0001029111610904021
769,2019-08-10,11271.45911270723,11973.1280267564,11203.906272775836,11862.049855006138,212229560026.47968,17875524.63415668,0.00010568541974409484
768,2019-08-11,11533.766229301606,11591.563029671395,11092.941606755576,11275.111025869564,201910862351.7776,17877438.60335728,0.0001070720574511963
767,2019-08-12,11374.197915728531,11567.040139231443,11214.818193147805,11542.975291533448,206820889066.67838,17879108.32385415,9.339819500508995e-05
766,2019-08-13,10858.136519516498,11440.237047307071,10746.253111370106,11382.168595520783,203529146959.9598,17881077.22460943,0.00011012298374279972
765,2019-08-14,10023.578350676373,10859.18112973712,9902.416508793764,10849.30660957985,194548359829.3961,17882978.22405051,0.00010631347413814218
764,2019-08-15,10292.32608857337,10451.005375419692,9483.803918887465,10008.896530400876,179355194811.13657,17884942.14956199,0.00010982094184064373
763,2019-08-16,10338.370894455538,10537.392909388333,9744.787303712092,10290.893584786883,184195031406.72903,17886781.03904107,0.00010281774823206469
762,2019-08-17,10210.34070767848,10475.938430558032,9995.797381148015,10337.116123013284,185181451385.52084,17888382.45844042,8.953088852914348e-05
761,2019-08-18,10314.73275156703,10515.256152362588,10072.5028264709,10223.1478209223,182915375999.54355,17889958.78922173,8.812036443051063e-05
760,2019-08-19,10921.235272827776,10944.232233085751,10261.671055741865,10324.32743044096,184798697619.6336,17891997.94495747,0.00011398325506295492
759,2019-08-20,10762.165483825069,10953.107427576824,10567.124796225937,10917.831562922473,195572735675.62973,17893912.55518544,0.00010700930292206756
758,2019-08-21,10122.949760729323,10807.775500702508,9838.530595724164,10737.918067070625,192333943650.17072,17895614.60682264,9.511903179082459e-05
757,2019-08-22,10104.420833798717,10241.960978422294,9754.40123353602,10124.953991375309,181290925276.6425,17897378.84341997,9.858485646296877e-05
756,2019-08-23,10392.9283311843,10454.627268834642,10031.464007861232,10105.99882061345,180891648307.8024,17899292.9940356,0.00010695144983952076
755,2019-08-24,10142.349503257805,10419.270113255414,9888.614517681694,10392.268847835106,186178809290.73505,17901294.26243954,0.00011180712023683981
754,2019-08-25,10139.51105945158,10370.627275844952,9901.668030312272,10139.438329021996,181526525616.54303,17903232.82505337,0.00010829175731141838
753,2019-08-26,10365.019586857412,10673.419996166933,10137.936346756116,10140.641255888457,181515168110.29715,17904946.92836916,9.574267019485383e-05
752,2019-08-27,10171.978775208425,10386.705031449574,10035.297284164177,10366.979008635348,185778059515.7573,17906636.08849229,9.434041496381163e-05
751,2019-08-28,9720.609920309822,10294.849038874465,9541.474581349126,10173.2936350153,182405578640.8232,17908525.05195032,0.00010548957652889435
750,2019-08-29,9489.43031120567,9726.9249081558,9315.273383710197,9713.23889901035,174202930396.27808,17910588.71761068,0.00011523370318733406
749,2019-08-30,9583.573879899986,9694.777597670678,9347.262891566194,9481.82493739863,170052956941.6884,17912589.906545,0.00011173216949322828
748,2019-08-31,9594.944443325709,9692.136558488037,9432.549474729483,9577.69708085696,171734180140.69595,17914666.06705046,0.00011590509894410239
747,2019-09-01,9738.476215426685,9841.250072444576,9533.737537881245,9597.678492999532,171960873893.35968,17916454.39123626,9.98245894792138e-05
746,2019-09-02,10373.63033960103,10479.422351398704,9732.243562182644,9755.840783509771,174793411142.9299,17918318.18323308,0.00010402683232513255
745,2019-09-03,10617.632755301856,10777.717685180043,10284.493959635403,10379.897781003012,186003979445.96497,17920369.49675836,0.00011448136506486684
744,2019-09-04,10573.948048803524,10825.18827332908,10368.86175118566,10612.916441948488,190200224929.8998,17922070.72286858,9.493253532122381e-05
743,2019-09-05,10571.68660836975,10699.098457823471,10458.78583261439,10585.036762482892,189696518173.74567,17924134.40574134,0.00011514756886477073
742,2019-09-06,10307.994080450491,10923.859310694394,10183.13163278104,10577.966338378346,189635650776.2321,17926110.76140415,0.00011026226528265681
741,2019-09-07,10482.137403171544,10577.837681784447,10302.0032468886,10310.545954872998,184953742165.9997,17927987.00777842,0.00010466555736732275
740,2019-09-08,10405.258854397334,10601.39239279456,10233.723579428655,10485.692550435804,188020747545.4367,17930200.51657927,0.00012346666694318387
739,2019-09-09,10311.641000042227,10511.262434186416,10068.4929577293,10398.894108634064,186773750204.94305,17932027.40033434,0.00010188864053017888
738,2019-09-10,10103.575587480342,10389.92421276454,9937.77865565586,10308.67368083276,185030311442.7656,17934304.25763475,0.00012697154926111232
737,2019-09-11,10163.57335680298,10283.050115875774,9853.528038529115,10107.973298727624,181543064889.7603,17936605.75311222,0.00012832923119887596
736,2019-09-12,10427.418397146988,10463.3639815076,10040.675970036991,10166.617773036029,182345140366.4105,17938581.87356782,0.00011017248652289702
735,2019-09-13,10363.27364995816,10646.947055700755,9752.392285690608,10435.498728491417,187245139639.3216,17940457.79443829,0.00010457464718749421
734,2019-09-14,10360.842547797089,10443.642533180087,10232.045433428611,10349.808588805365,185902806002.13184,17942396.20351423,0.00010804680115450438
733,2019-09-15,10311.41649572575,10386.289359098786,10267.484910610065,10354.238015728755,186017208912.6699,17944234.61555096,0.00010246190173712755
732,2019-09-16,10269.09079457108,10382.413312782011,10077.968315212453,10310.15223547678,185070885121.51172,17946273.43387233,0.0001136196870499262
731,2019-09-17,10194.589306745069,10281.63467826417,10133.099373198858,10261.480621685165,184528299638.59235,17948124.76117876,0.00010315942823746482
730,2019-09-18,10160.733482534852,10262.94056937001,10097.2740065883,10189.986699096731,183153161414.65125,17950300.921592,0.00012124723012552074
729,2019-09-19,10253.950351951038,10359.679911469046,9626.501102089407,10161.301763809528,182559305987.1811,17952152.32195425,0.00010314035237279917
728,2019-09-20,10169.5390973117,10312.39232610176,10064.731537548489,10296.466768364566,184610611222.60907,17954040.97631496,0.0001052048983785081
727,2019-09-21,9986.093584857514,10176.645283947477,9906.422321528702,10165.384622594933,182534569100.446,17956116.75608878,0.00011561629922529626
726,2019-09-22,10027.94002409689,10086.645195454164,9844.270156427248,9986.58112253232,179575971447.27737,17958192.54169341,0.00011560325836756924
725,2019-09-23,9696.591656946142,10053.322773399614,9611.783472181884,10035.09529233694,180102045937.83307,17959618.66386786,7.941345829420854e-05
724,2019-09-24,8530.168521207615,9777.823689163415,7878.258365361496,9684.829362661703,174032980961.5733,17961582.48847861,0.00010934667642459317
723,2019-09-25,8437.537039377834,8751.34036334627,8226.984897524842,8539.511127331494,153387574284.33127,17963533.7622339,0.00010863595991872366
722,2019-09-26,8063.927729411242,8470.138766185632,7734.588342709572,8435.863187430645,151770240638.77115,17965672.36728423,0.00011905258055766588
721,2019-09-27,8195.473571930946,8290.690749611866,7862.202227369981,8058.125510701129,144913099354.89035,17967323.48770542,9.190418189941596e-05
720,2019-09-28,8212.507756099267,8363.061747827536,8014.645605742847,8188.333946620538,147338484594.55548,17969311.87337625,0.00011066677082927079
719,2019-09-29,8054.060440370432,8239.332157601444,7900.4707261884,8220.49707126327,147752937622.80002,17971012.926208,9.466432792404333e-05
718,2019-09-30,8306.647172178144,8356.467601412003,7712.365410052263,8052.647701867014,144942348286.8247,17972639.43474784,9.050733792914656e-05
717,2019-10-01,8318.20150766918,8523.58988588155,8196.046660688084,8306.090533252453,149443718189.40524,17974428.55116453,9.954667054801192e-05
716,2019-10-02,8378.23992117896,8395.862406354458,8174.331009615204,8327.656662591473,149656802823.73907,17976279.65119126,0.00010298519485396618
715,2019-10-03,8241.702543990403,8415.05252249765,8077.859617286086,8380.030059065853,150786241996.63565,17978118.1264166,0.00010227228664749788
714,2019-10-04,8146.803319995445,8248.57058817469,8008.927733218728,8239.027823344722,148255179979.19537,17979956.37631782,0.00010224929485347367
713,2019-10-05,8143.870320719673,8203.970423508681,8023.845144660377,8148.068677661275,146706682935.21384,17981932.29074302,0.00010989539595329667
712,2019-10-06,7863.607175388604,8179.2838021469,7787.440825338227,8151.674939021527,146630808044.17358,17983795.56101488,0.00010361902390321198
711,2019-10-07,8202.503791618632,8312.226381184355,7767.0746732636035,7865.666436466518,141504413649.03226,17985734.22610124,0.00010780066309035163
710,2019-10-08,8176.242879071466,8340.002431521498,8097.824534833406,8223.164493319759,147764426027.70865,17987760.57362914,0.00011266415384714179
709,2019-10-09,8578.596189586046,8687.114669306218,8116.251045876402,8175.610205665015,147269409518.27994,17989486.96204247,9.59757278435891e-05
708,2019-10-10,8570.234351567518,8662.90862944303,8436.804228917143,8580.004044420253,154592302785.38348,17991513.1953458,0.00011263430177899103
707,2019-10-11,8263.912960710746,8811.808758044774,8225.909959562734,8572.90671586457,154558497138.67264,17993464.3888668,0.00010845077341836706
706,2019-10-12,8306.740968680017,8423.789678259234,8259.533397365532,8268.250782633762,148786208094.23218,17995127.89282736,9.245045448791345e-05
705,2019-10-13,8279.460135801946,8471.762269464263,8157.025845324131,8311.520644174307,149546740822.53983,17996903.75429081,9.868568170379177e-05
