"Date","Price (Close)","Price (High)","Price (Open)","Price (Low)","Circulating Marketcap","Circulating Supply"
"2021-08-14","1.2802554436409486","1.3119092390853724","1.0902660268923303","1.069874048819109","43180583230.37859","39606117998.56439"
"2021-08-13","1.0902986412037243","1.0982314613539381","0.9664592099607455","0.951005833049928","38285829973.54048","39613687917.57439"
"2021-08-12","0.9663634111373963","1.0456012716928567","1.0113642483086647","0.9225234916570876","40118986146.32407","39613645504.9584"
"2021-08-11","1.0114455394884645","1.0907284341971515","0.8518153929687383","0.8482988392265979","33722690623.594276","39586726801.14839"
"2021-08-10","0.8508832473446818","0.8634544405830546","0.8173443351027468","0.8000899932332115","32338561633.71101","39565168781.18839"
"2021-08-09","0.8172477430987436","0.8285099392145858","0.7795675632099114","0.7598311679561873","30840037923.173847","39558610761.22839"
"2021-08-08","0.7794148574345912","0.8420206840151004","0.8168920469411503","0.7722706550517643","32309817944.57291","39552282963.268394"
"2021-08-07","0.8171640866813734","0.819611743253426","0.7472748397388144","0.7413757980054165","29558975576.215252","39549873896.5684"
"2021-08-06","0.7476755124505529","0.7534061524773775","0.7331793448277507","0.7222846340971054","28994959425.440857","39545474943.29839"
"2021-08-05","0.7332896684008842","0.7395881258704476","0.730667744580958","0.7007326630208671","28897146110.336296","39549075317.75839"
"2021-08-04","0.7307004883697608","0.74","0.7131874695475251","0.695100223113312","28156041485.68754","39478076154.21839"
"2021-08-03","0.7135031381646513","0.7453510041651416","0.738279785078039","0.7007836234449358","29143177052.152393","39473595920.239395"
"2021-08-02","0.7384338430000866","0.7741266042333965","0.7249057103150552","0.7153224568591535","28614046698.746254","39469196966.9694"
"2021-08-01","0.7244574230479932","0.7780502841254181","0.747988913678931","0.7049335084251651","29509856519.278847","39452298013.699394"
"2021-07-31","0.7464099209967197","0.7592626833140536","0.7523311206949304","0.7369568856648847","29678241815.294712","39447899060.4304"
"2021-07-30","0.7524506701003802","0.7699487610396861","0.7475683011656898","0.7120057917779347","29487128881.370903","39444013661.1104"
"2021-07-29","0.7490771772725393","0.7667592343955543","0.7331085100147701","0.6975565988158311","28803676156.066376","39440108409.103096"
"2021-07-28","0.7332815583400478","0.7552022737701413","0.6451344418837223","0.6311353778071034","25399875331.103653","39371223008.7731"
"2021-07-27","0.6453153664159544","0.6559796602820581","0.6249254578956889","0.6056722304167259","24601782373.4774","39367337608.453094"
"2021-07-26","0.6236723219009667","0.6792428536229952","0.6073570122074432","0.6053101683662699","23901069990.36618","39352452209.1231"
"2021-07-25","0.607322694511188","0.6130593959502249","0.609066104962361","0.5910536503229837","23965914505.999996","39348566808.7931"
"2021-07-24","0.6089930551456857","0.6213656803607658","0.6095219116678016","0.6001394397638415","23981015592.7611","39344681408.4631"
"2021-07-23","0.6094477948461372","0.6104570484606728","0.5888587831974411","0.5754836629737876","23284387069.221363","39340319273.953094"
"2021-07-22","0.5920183730645457","0.6033096521122611","0.5701757700669949","0.56105095986787","22467342595.64705","39335957138.4431"
"2021-07-21","0.5716047850107154","0.5843907264447984","0.5284204301619279","0.5194180302876649","20730782667.05865","39269895003.952095"
"2021-07-20","0.5285669791576856","0.5700177643436822","0.5570964602613219","0.515975038784987","21902369554.286667","39265532863.4421"
"2021-07-19","0.5572530145321601","0.5890885119594984","0.5868203823480493","0.5533971959603033","23055047808.99353","39261170627.9321"
"2021-07-18","0.586796421661989","0.6017027259507605","0.582090916377535","0.5713059452685321","22849866169.440495","39256808492.4221"
"2021-07-17","0.5821446811079106","0.5978289657220595","0.5898307156133894","0.5603226198291195","23143355076.820255","39252446356.9121"
"2021-07-16","0.5895220480911217","0.6202824612298116","0.5982890462326297","0.5872867659241406","23479691536.382465","39246599468.6921"
"2021-07-15","0.5977464373531131","0.6270890866685885","0.6218178785403436","0.587532341139047","24312907185.104027","39237302601.4721"
"2021-07-14","0.6199974271847597","0.6254076540274333","0.6188605715534753","0.5852217097908841","24285691417.45303","39207780658.13117"
"2021-07-13","0.6191310852154738","0.6428285497893218","0.6283677573527143","0.6084454769040187","24656158435.882103","39207280678.16706"
"2021-07-12","0.6285328610151216","0.6572806411538512","0.6354587570325081","0.6164871042953806","24923839124.90307","39201433789.94706"
"2021-07-11","0.6361102862456082","0.6444588397464147","0.6244873128248507","0.6160525445516897","24533690120.693157","39195586902.72706"
"2021-07-10","0.6250156779447008","0.6486539747588947","0.6364302946702868","0.6118080960128831","24946453963.184975","39189740014.50706"
"2021-07-09","0.6368057248361734","0.6454989128568552","0.6216920470786762","0.5916518875427333","24345405380.883743","39179880109.30706"
"2021-07-08","0.6217028927112236","0.65442901297557","0.6519799304320975","0.6108586740750168","25536914549.969753","39170020203.10706"
