"Date","Price (Close)","Price (High)","Price (Low)","Price (Open)","Circulating Supply"
"2021-09-17","1.3456185692949636","1.3993428624697326","1.3017497028145626","1.3837336893185412","6652300637.099999"
"2021-09-16","1.3839532418662017","1.4988447925471053","1.3477429496313023","1.4164640307284024","6652300637.099999"
"2021-09-15","1.416526359485425","1.4204762400255873","1.3167199430368153","1.3179291359822813","6652300637.1"
"2021-09-14","1.3191221942625044","1.3477279892870968","1.217165077439912","1.2475996709472401","6652300637.1"
"2021-09-13","1.2480356600986628","1.3499942086681707","1.1985693153468677","1.3290542692629548","6652300637.1"
"2021-09-12","1.328015487565943","1.3730317229725593","1.2828235331438511","1.314434788517094","6652300637.1"
"2021-09-11","1.316132231256326","1.3730211849845078","1.2767283982829036","1.303957955238583","6652300637.1"
"2021-09-10","1.3037945968399904","1.4661484108038503","1.2667257298088659","1.367471824225788","6652300637.100001"
"2021-09-09","1.3678847594298877","1.4556792713446334","1.2828528123488405","1.3422336451613706","6649053883.1"
"2021-09-08","1.3343938530551473","1.3829868691685423","1.184136351196792","1.3614652882022469","6649053883.1"
"2021-09-07","1.363263553934906","1.6982984591686747","1.1137692593143227","1.6437997790910854","6649053883.1"
"2021-09-06","1.643963155486043","1.7190613021635646","1.565385883104208","1.6799458612726463","6611996838.099999"
"2021-09-05","1.681127928373271","1.798752620902641","1.634479530613107","1.7343049633625192","6611996838.1"
"2021-09-04","1.7395487041587094","1.7449547312790072","1.446345033818306","1.457859868434428","6598996838.1"
"2021-09-03","1.4573737686522743","1.4997740855894954","1.4041364317279517","1.4466824623907502","6598996838.1"
"2021-09-02","1.4457147929444674","1.5210352991820135","1.4297354470220422","1.4722227613993868","6504243591.000001"
"2021-09-01","1.470476030080761","1.4984149013786991","1.311270741886731","1.3323769695720293","6491576924.000001"
"2021-08-31","1.3374114243954123","1.4181170826922862","1.3021376472929989","1.3169161562435956","6477576924"
"2021-08-30","1.3194603475407765","1.4226557392950758","1.3067796250668593","1.420151637393018","6477576924"
"2021-08-29","1.4197084717064932","1.4845611302091364","1.395898268435388","1.4586805619606982","6477576923.999999"
"2021-08-28","1.4594191296898478","1.530574450673622","1.4426104717621762","1.5189451562963225","6477576924"
"2021-08-27","1.519144088963404","1.5206393675918608","1.3507211527139844","1.4092804371005905","6477576924"
"2021-08-26","1.3723774454631554","1.5481686356506226","1.363371971900596","1.5272035168862985","6477576924"
"2021-08-25","1.5280760519851317","1.5540065870422324","1.419842050793523","1.4747509238834202","6477576924"
"2021-08-24","1.4745558907592906","1.6307154123532996","1.4363674995414186","1.623499376824337","6470576924"
"2021-08-23","1.625227636555526","1.6875692852053579","1.5909944308352604","1.6260209877704825","6458576923.999999"
"2021-08-22","1.6243172096465879","1.6696266670668491","1.5574853511180837","1.5846588132968058","6458576924"
"2021-08-21","1.584823376965913","1.7009575492723457","1.5129030802345598","1.5513342260014331","6458576923.999999"
"2021-08-20","1.5502158097172232","1.5734645382960024","1.4512974491200532","1.4703969622392996","6458576924"
"2021-08-19","1.4703517349893584","1.4710155346159732","1.300973649528188","1.3359004353880184","6458576924"
"2021-08-18","1.3341854067249215","1.4097806085175286","1.2730351341122665","1.3506281542376666","6458576924"
"2021-08-17","1.3497845684796825","1.5335189535149525","1.3331705498564421","1.426121428110089","6458576924"
"2021-08-16","1.421377924366977","1.5610680887594224","1.4140346830302803","1.4676371019406282","6458576924"
"2021-08-15","1.4678056997551152","1.4869284649783079","1.3698939156034322","1.4420606561392104","6458576924"
"2021-08-14","1.4430434627182616","1.5139377924276132","1.4034909141221872","1.5130712235094588","6458576924"
"2021-08-13","1.5113969366273026","1.5165477993004906","1.315567436529519","1.3196027938442554","6446735794"
"2021-08-12","1.322454360494415","1.4803476126113604","1.2572936667930896","1.3732568918690728","6446735794.000001"
"2021-08-11","1.372111800388609","1.4271932207917584","1.1531099890820444","1.1576929236282614","6446735794"
"2021-08-10","1.1569080349537284","1.1798529507629976","1.1084574090209531","1.1265511996438762","6446735794"
"2021-08-09","1.127026407152704","1.1594221619835778","1.0385691188285648","1.0814437198053068","6446735794"
"2021-08-08","1.082037660536106","1.1806819279485103","1.0690095005132567","1.1663948580946306","6434735794"
"2021-08-07","1.1675032814572783","1.196835551428508","1.0690021599292479","1.081439503065318","6434735794"
"2021-08-06","1.0814385685120604","1.1031957461181272","1.0355244955220797","1.0658144846371007","6434735794"
"2021-08-05","1.0657826187429338","1.0754676604144955","1.0108409994058971","1.053219406426862","6434735794"
"2021-08-04","1.0537868862381892","1.071363274970058","1.0051893258428126","1.021048595123549","6434735794"
"2021-08-03","1.0225742813909018","1.0603358737265947","1.0052279042508487","1.0464646719431399","6434735794"
"2021-08-02","1.045886643626418","1.080181064097094","1.0202437847469343","1.0512777522168304","6424735804"
"2021-08-01","1.0500315997931566","1.1362196038886656","1.0417971817593144","1.0835255547826617","6424735804"
"2021-07-31","1.0835649588600686","1.1008351708942576","1.0252570366461966","1.0688116470255928","6424735804"
"2021-07-30","1.0669948683458876","1.0714148277119668","0.9957364940581158","1.0272006524264157","6410735794"
"2021-07-29","1.028284340384386","1.0440642280768462","0.9913419302353869","1.0172645537138116","6410735794"
"2021-07-28","1.0183692650528071","1.0592667709180938","0.991427322546693","1.0384794445864503","6402735794"
"2021-07-27","1.0407400490634353","1.0641443709013898","0.9380594791731328","1.0160291255880316","6394735794"
"2021-07-26","1.0148601968104805","1.1353964927103009","0.93159684286083","0.9396854619896514","6394735794"
"2021-07-25","0.9399667854724046","0.9654726860513385","0.8868344867588072","0.9483140288639075","6394735794"
"2021-07-24","0.948881091959098","0.9881599798694228","0.9108935126706187","0.9494596467936801","6394735794"
"2021-07-23","0.9491006154865509","0.9577085753564778","0.859359628192675","0.8766913282325233","6381687669"
"2021-07-22","0.8805147644068115","0.9332593976733793","0.8436261678944835","0.8889603085023438","6365687669"
"2021-07-21","0.8888417132165665","0.9459919532774731","0.6685838974345932","0.6892750793065318","6357687669"
"2021-07-20","0.6890035864274855","0.7386250866334494","0.6216326945621387","0.7321781897925622","6357687669"
"2021-07-19","0.7332113289347512","0.8001870816791847","0.7283115352780896","0.7940409160725057","6330554997"
"2021-07-18","0.794002584264766","0.8600580628075505","0.7894088844883868","0.8016195813856585","6330554997"
"2021-07-17","0.8016889598108967","0.822315261837016","0.7832929210394857","0.8121502284750365","6330554997"
