"Date","Price (Close)","Price (High)","Price (Low)","Price (Open)","Circulating Marketcap","Circulating Supply"
"2021-09-17","48.76550690608567","51.2272189449404","48.25805293324751","50.606304115160434","3569709533.5139065","70538831"
"2021-09-16","50.62235514269976","53.11315808072053","49.202174642330355","52.70295120181407","3717604568.0260096","70538831"
"2021-09-15","52.81746289109806","52.8852791318425","50.888874996020974","51.758693687997926","3650997746.8384523","70538831"
"2021-09-14","51.80854262148918","52.15003253471669","47.88256222235018","48.4357943282209","3416604310.4691324","70538831"
"2021-09-13","48.436271515189205","51.7615769939987","45.774068851312435","51.56120364503511","3637067030.073715","70538831"
"2021-09-12","51.57417970823742","51.961264473124814","47.612341819858045","49.01335156574116","3457344522.8394012","70538831"
"2021-09-11","49.02795127662825","50.12551118634417","47.252142734988354","48.05986944665615","3390087008.779742","70538831"
"2021-09-10","48.08795003611693","53.11817785200183","46.49003713888121","50.63122729139786","3571467585.2305017","70538831"
"2021-09-09","50.635344696993286","52.310440389261316","48.25431782225349","49.32089740178215","3479038446.59265","70538831"
"2021-09-08","49.12137547843945","51.44415281410544","44.28422197159563","49.715967263964735","3506906212.834341","70538831"
"2021-09-07","49.86265857985271","64.26784954148286","43.69604699063342","63.572190557172796","4484308006.012208","70538831"
"2021-09-06","63.656186924711335","66.85374787446374","61.150559730649135","65.7763956740892","4639790058.24371","70538831"
"2021-09-05","65.81805436101992","66.31212428544201","57.531737852271824","57.99924744227183","4091199113.457595","70538831"
"2021-09-04","57.978068591890974","58.91810094013276","56.97438831908466","57.26830408585643","4039639223.568836","70538831"
"2021-09-03","57.298426924633915","59.25969017859486","54.064705788509215","55.4498325569531","3911366367.7132125","70538831"
"2021-09-02","55.42578282487171","57.07757357685157","54.398967609421646","55.26035601082854","3898000913.6476684","70538831"
"2021-09-01","55.20765562530471","55.48654994738503","50.276603638769394","52.04301230459448","3671053249.6847105","70538831"
"2021-08-31","52.11827502820852","54.27366864166977","51.001728820668546","52.3684879402895","3694011920.545619","70538831"
"2021-08-30","51.59353178319469","54.597560684912416","51.080534630387504","54.47070836636605","3842300091.9053807","70538831"
"2021-08-29","54.480358002067916","57.209800413144436","53.71916550697991","54.61778431724651","3852674657.548702","70538831"
"2021-08-28","54.57187872441923","56.172327035254774","53.30564622885671","55.50777074564538","3915453259.8138237","70538831"
"2021-08-27","55.53510631078909","55.7980879362385","49.57570788201971","51.36586636502142","3623288166.69083","70538831"
"2021-08-26","51.38947041755914","58.89865068071482","51.052951148160076","56.3496152844576","3974827179.442779","70538831"
"2021-08-25","56.33491154888509","57.14159675756694","52.429486224598385","55.55214736763561","3918691838.21788","70538831"
"2021-08-24","55.562230044231285","63.00097264981527","54.85148070629142","60.83262384379261","4290744010.6897435","70538831.00000001"
"2021-08-23","60.79392821836911","62.025734888295155","55.063700546515705","55.62129375411476","3917060344.3523335","70538831"
"2021-08-22","55.557096872076734","56.93342366497274","53.4835712302752","55.7302719856713","3906855955.6915045","70538831"
"2021-08-21","55.40086709232877","57.441278721771276","54.97702287105308","56.5585180676478","3989553077.0239706","70538831"
"2021-08-20","56.55464884411647","56.711105662972756","53.96073302459095","54.32986869276452","3832381916.1883593","70538831"
"2021-08-19","54.328266718135446","54.41762780394717","49.11973260127069","51.635555906958224","3642344885.1743627","70538831"
"2021-08-18","51.599692786174955","53.432497937917184","48.61149893537908","51.81452453953736","3654946132.969775","70538831"
"2021-08-17","51.84513757075401","58.15458507909533","51.39349344282249","56.397315651385604","3978100533.740632","70538831"
"2021-08-16","56.41339817608479","60.211174802841725","55.54551982755806","58.80169121923573","4160639080.0903883","70538831"
"2021-08-15","58.97338613400455","59.890944756751765","52.74388603977458","55.82938979508825","3938120032.1011596","70538831"
"2021-08-14","55.84731999098365","57.051369011095375","52.74802876502346","55.49615196902725","3914648776.7238626","70538831"
"2021-08-13","55.43141645976997","56.04172545266588","48.02175660611604","48.62759724949033","3430353967.5862794","70538831"
"2021-08-12","48.63447285318718","52.963254524958245","46.34830531076484","48.76963223836542","3441171584.334203","70538831"
"2021-08-11","48.76350816164134","50.995620547393905","46.71103762251993","46.71527514169401","3295245537.686095","70538831"
"2021-08-10","46.70755480903889","47.680688662995784","44.450778863462006","46.51525905240158","3281134028.6347327","70538831"
"2021-08-09","46.50577321498376","46.95322616088606","43.472712714406185","45.09622558246361","3181027811.818746","70538831"
"2021-08-08","45.091941623801006","48.2440360434689","43.92365573233997","46.98053545034069","3313940117.579834","70538831"
"2021-08-07","46.98179433957422","48.40954892798275","44.031154490986694","44.47547009588666","3137267316.6208763","70538831"
"2021-08-06","44.48181307529337","45.55288567590508","42.99178416160936","43.92565812574974","3098471716.639422","70538831"
"2021-08-05","43.91166628748722","44.40647929490071","41.31423670373483","43.568300849361016","3073223391.0708895","70538831"
"2021-08-04","43.62487872265001","44.77407500921222","40.81558487362595","41.44896658555682","2923731349.9664774","70538831"
"2021-08-03","41.454528986808945","43.890692395839324","40.71017822720204","43.409715055190645","3062076909.451875","70538831"
"2021-08-02","43.40888726341043","46.727862911569645","41.11479479780118","42.168394726146474","2975003728.198419","70538831"
"2021-08-01","42.12667573365769","45.95962245040955","41.27274668800976","45.848516209161765","3234096383.881825","70538831"
"2021-07-31","45.8372769807213","48.54058283548065","40.495798099818515","41.70331586313838","2941690989.1849294","70538831"
"2021-07-30","41.683878991217945","42.58506061213952","33.636729396257444","35.16634216642452","2480577473.011447","70538831"
"2021-07-29","35.235874227446764","35.554339683605086","33.56613274480799","34.483154876146344","2432394979.0820327","70538831"
"2021-07-28","34.56253978687864","34.83858388654993","32.944908931180024","34.05489431798998","2401684084.856459","70538831"
"2021-07-27","34.09515158418991","34.4029254448952","31.39015335900005","32.41367130289556","2286418561.9317575","70538831"
"2021-07-26","32.44853373408402","35.597336204632875","30.587996299045887","30.77430059879564","2170790771.5714207","70538831"
"2021-07-25","30.779744067286117","31.130976582764216","29.581237408779923","30.73209116852796","2167811896.78159","70538831"
"2021-07-24","30.732313897111077","31.352937815809923","29.148586665910095","29.59564743074449","2087728900.079656","70538831"
"2021-07-23","29.586981431402968","29.735892093767205","27.92972300213262","28.838297165244377","2040583802.2046301","70538831"
"2021-07-22","28.93274307018136","29.48259873224875","27.35614250784985","27.888843119239322","1968173444.8608754","70538831"
"2021-07-21","27.90407289907375","28.891968479355707","25.225901750765246","25.828831227976092","1823429118.7129755","70538831"
"2021-07-20","25.84438736132219","28.21519647042252","25.030278208280695","27.68520840390608","1954913162.3339999","70538831"
"2021-07-19","27.701934293529845","29.91705929796627","27.60851747520991","29.73314110194877","2100815680.3744","70538831"
"2021-07-18","29.741102967302186","30.766553400261202","29.007580870588573","29.596705630537663","2087455625.783","70538831"
"2021-07-17","29.5857065808923","30.371870131093495","28.972204166845266","29.690632176577175","2092887115.7700002","70538831"
"2021-07-16","29.68751279739021","31.89648707615759","29.556681446413528","31.36103067996026","2216703646.3975024","70538831"
"2021-07-15","31.38580666097989","33.271858276579714","30.743072593387026","32.899530774218576","2313744195.631","70538831"
"2021-07-14","32.83031126240424","33.58610848408369","30.817614875110344","33.48141285133784","2362558993.7778935","70538831"
"2021-07-13","33.47688034975142","34.1876041526404","32.4675108965573","33.76444599650592","2377581837.6860003","70538831"
"2021-07-12","33.756144507190285","35.24165186994988","32.70337585587174","34.20631100890832","2409908382.5820436","70538831"
"2021-07-11","34.18530676684741","34.725038690345585","33.42430336473757","34.07474365873827","2405683498.091922","70538831"
"2021-07-10","34.064507736526814","35.43957300217003","33.22672800799806","34.67028737299583","2441419479.7409997","70538831"
"2021-07-09","34.66885756317515","35.21201903077822","32.241107397870636","34.0198782386558","2393963794.0404205","70538831"
"2021-07-08","34.00151925074918","37.04742012774528","33.18911639462382","37.02154225914488","2610846710.7691464","70538831"
"2021-07-07","37.004836120760245","38.47745344735614","36.49354306425809","36.88378170892898","2602691280.6019607","70538831"
"2021-07-06","36.88465387562769","37.974976365973745","35.845738237907184","35.913581120611894","2532166371.336392","70538831"
"2021-07-05","35.933470542598045","37.50658858589003","35.07299132747134","37.32292979893633","2644075865.25647","70538831"
"2021-07-04","37.5532767899421","38.74902299810231","35.49257256510791","36.351750152770215","2561507328.6393604","70538831"
"2021-07-03","36.34493483345274","37.56291634645697","34.9760390345814","35.51000943744207","2501667474.0450063","70538831"
"2021-07-02","34.63499280128245","34.84821899470293","34.059503995190326","34.220945713585216","2406855452.551","70538831"
"2021-07-01","34.108750243995644","36.668666862397686","33.34312190342818","36.59823985321341","2587447420.68574","70538831"
"2021-06-30","36.60789365507727","37.796626999923454","33.44682261776882","34.938267777987555","2477462780.057527","70538831"
"2021-06-29","35.14817933587341","36.94758968698953","33.01911206644645","33.128583423888806","2342491516.776637","70538831.00069124"
